Ref,A,A1,A2,B,B1,B2,X,X1,A mole,A1 mole,A2 mole,B mole,B1 mole,B2 mole,X mole,X1 mole,Prep Meth,CalcT(K),Calc time(h),Prom Meth,Promoter,Prom %w,Crystal,BandGap(eV),Surface Area(m2/g),CatW,Alcohol%,Sac. Agent1,Sac. Agent2,Light type,Power(W),Wave length(<nm),ProdRate(μmol/gh),Label
[S143],Na,non,non,Ta,Nb,non,O,,0.127,,,0.199,0.409,,0.264,,novel,1023,2,,,,cubic,3.55,,1,10,,,Xe,300,400,1366,[S143]NaTaNb
[S143],Na,non,non,Nb,non,non,O,,0.14,,,0.567,,,0.293,,novel,1023,2,,,,cubic,3.43,,1,10,,,Xe,300,400,950,[S143]NaNb
[S144],Ca,non,non,Ti,non,non,O,,0.295,,,0.352,,,0.353,,novel,453,15,impreg,Pt,1,orthorombic,3.51,5.37,1,0,Na2SO3,,Hg,500,400,156,[S144]CaTi
[S144],Ca,La,non,Ti,Cr,non,O,,0.27,0.049,,0.322,0.018,,0.34,,novel,453,15,impreg,Pt,1,,2.49,14.69,1,0,Na2SO3,,Hg,500,250,495,[S144]CaLaTiCr
[S144],Ca,La,non,Ti,Cr,non,O,,0.27,0.049,,0.322,0.018,,0.34,,novel,453,15,impreg,Pt,1,,2.49,14.69,1,0,Na2SO3,,Hg,500,400,98.1,[S144]CaLaTiCr
[S144],Ca,La,non,Ti,Cr,non,O,,0.247,0.095,,0.295,0.036,,0.328,,HT,453,15,impreg,Pt,1,,2.48,9.72,1,0,Na2SO3,,Hg,500,250,268,[S144]CaLaTiCr
[S144],Ca,La,non,Ti,Cr,non,O,,0.247,0.095,,0.295,0.036,,0.328,,HT,453,15,impreg,Pt,1,,2.48,9.72,1,0,Na2SO3,,Hg,500,400,116,[S144]CaLaTiCr
[S144],Ca,La,non,Ti,Cr,non,O,,0.205,0.177,,0.245,0.066,,0.307,,HT,453,15,impreg,Pt,1,,2.5,9.51,1,0,Na2SO3,,Hg,500,250,324,[S144]CaLaTiCr
[S144],Ca,La,non,Ti,Cr,non,O,,0.205,0.177,,0.245,0.066,,0.307,,HT,453,15,impreg,Pt,1,,2.5,9.51,1,0,Na2SO3,,Hg,500,400,163,[S144]CaLaTiCr
[S145],Zn,non,non,Cd,non,non,S,,0.27,,,0.465,,,0.265,,HT,413,12,,,,cubic,2.47,162,0.333,0,Na2S,Na2SO3,Xe,300,420,7582,[S145]ZnCd
[S145],Zn,Cu,non,Cd,non,non,S,,0.265,0.05,,0.465,,,0.265,,HT,413,12,,,,cubic,2.45,202.2,0.333,0,Na2S,Na2SO3,Xe,300,420,12934,[S145]ZnCuCd
[S145],Zn,Cu,non,Cd,non,non,S,,0.26,0.011,,0.465,,,0.265,,HT,413,12,,,,cubic,2.43,206.5,0.333,0,Na2S,Na2SO3,Xe,300,420,21318.8,[S145]ZnCuCd
[S145],Zn,Cu,non,Cd,non,non,S,,0.254,0.016,,0.465,,,0.265,,HT,413,12,,,,cubic,2.41,197.7,0.333,0,Na2S,Na2SO3,Xe,300,420,13870.6,[S145]ZnCuCd
[S145],Zn,Cu,non,Cd,non,non,S,,0.249,0.021,,0.465,,,0.265,,HT,413,12,,,,cubic,2.39,167.1,0.333,0,Na2S,Na2SO3,Xe,300,420,13870.6,[S145]ZnCuCd
[S145],Zn,Cu,non,Cd,non,non,S,,0.243,0.026,,0.465,,,0.265,,HT,413,12,,,,cubic,2.38,163,0.333,0,Na2S,Na2SO3,Xe,300,420,10927,[S145]ZnCuCd
[S146],Sr,La,non,Ti,Cr,non,O,,0.417,0.073,,0.228,0.028,,0.254,,HT,473,48,impreg,Pt,1,cubic,2.31,7.0301,1,10,NaOH,,Xe,300,250,64,[S146]SrLaTiCr
[S146],Sr,La,non,Ti,Cr,non,O,,0.417,0.073,,0.228,0.028,,0.254,,HT,473,48,impreg,Pt,1,cubic,2.31,7.0301,1,10,NaOH,,Xe,300,400,28.8,[S146]SrLaTiCr
[S146],Ca,La,non,Ti,Cr,non,O,,0.247,0.095,,0.295,0.036,,0.328,,HT,473,48,impreg,Pt,1,orthorombic,2.52,3.3447,1,10,NaOH,,Xe,300,250,32,[S146]CaLaTiCr
[S146],Ca,La,non,Ti,Cr,non,O,,0.247,0.095,,0.295,0.036,,0.328,,HT,473,48,impreg,Pt,1,orthorombic,2.52,3.3447,1,10,NaOH,,Xe,300,400,6,[S146]CaLaTiCr
[S146],Ba,La,non,Ti,Cr,non,O,,0.529,0.059,,0.184,0.022,,0.205,,HT,473,48,impreg,Pt,1,tetragonal,2.49,22.4631,1,10,NaOH,,Xe,300,250,5.83,[S146]BaLaTiCr
[S146],Ba,La,non,Ti,Cr,non,O,,0.529,0.059,,0.184,0.022,,0.205,,HT,473,48,impreg,Pt,1,tetragonal,2.49,22.4631,1,10,NaOH,,Xe,300,400,2,[S146]BaLaTiCr
[S147],Sr,Bi,non,Ta,non,non,O,,0.087,0.413,,0.358,,,0.142,,HT,1273,2,,,,orthorombic,4.21,,0.5,12.5,AgNO3,,Hg,350,,2640,[S147]SrBiTa
[S147],Sr,Bi,non,Ta,Ce,non,O,,0.087,0.409,,0.359,0.003,,0.143,,HT,1273,2,,,,orthorombic,4.61,,0.5,12.5,AgNO3,,Hg,350,,2470,[S147]SrBiTaCe
[S147],Sr,Bi,non,Ta,Ce,non,O,,0.087,0.405,,0.36,0.005,,0.143,,HT,1273,2,,,,orthorombic,4.78,,0.5,12.5,AgNO3,,Hg,350,,3000,[S147]SrBiTaCe
[S147],Sr,Bi,non,Ta,Ce,non,O,,0.087,0.401,,0.361,0.008,,0.143,,SSR,1273,2,,,,orthorombic,5.06,,0.5,12.5,AgNO3,,Hg,350,,3460,[S147]SrBiTaCe
[S147],Sr,Bi,non,Ta,Ce,non,O,,0.088,,,0.362,0.01,,0.144,,SSR,1273,2,,,,orthorombic,5.85,,0.5,12.5,AgNO3,,Hg,350,,4640,[S147]SrBiTaCe
[S148],Na,non,non,Ti,non,non,O,,0.085,,,0.531,,,0.384,,SSR,453,4,,,,amorphous,3.58,48,0.5,0,,,UV,300,254,85,[S148]NaTi
[S148],Na,non,non,Ti,non,non,O,,0.085,,,0.531,,,0.384,,SSR,673,4,,,,amorphous,3.58,29,0.5,0,,,UV,300,254,128,[S148]NaTi
[S148],Na,non,non,Ti,non,non,O,,0.085,,,0.531,,,0.384,,SSR,873,4,,,,monoclinic,3.58,22,0.5,0,,,UV,300,254,213,[S148]NaTi
[S148],Na,non,non,Ti,non,non,O,,0.085,,,0.531,,,0.384,,novel,1073,4,,,,monoclinic,3.58,12,0.5,0,,,UV,300,254,179,[S148]NaTi
[S148],Na,non,non,Ti,non,non,O,,0.085,,,0.531,,,0.384,,novel,873,4,impreg,NiO,2,monoclinic,3.59,22,0.5,0,,,UV,300,254,389,[S148]NaTi
[S148],Na,non,non,Ti,Zr,non,O,,0.079,,,0.409,0.156,,0.356,,novel,673,2,,,,monoclinic,3.62,21,0.5,0,,,UV,300,254,1896,[S148]NaTiZr
[S148],Na,non,non,Ti,Zr,non,O,,0.079,,,0.409,0.156,,0.356,,novel,673,2,impreg,NiO,2,monoclinic,3.61,21,0.5,0,,,UV,300,254,2482,[S148]NaTiZr
[S149],La,non,non,Fe,non,non,O,,0.572,,,0.23,,,0.198,,novel,1273,10,PD,Pt,0.5,orthorombic,2.2,,1,10,,,Xe,300,420,133,[S149]LaFe
[S149],La,non,non,Fe,Ti,non,O,,0.575,,,0.196,0.03,,0.199,,novel,1273,10,PD,Pt,0.5,orthorombic,2.1,,1,10,,,Xe,300,420,300,[S149]LaFeTi
[S149],La,Sr,non,Fe,non,non,O,,0.502,0.056,,0.237,,,0.204,,novel,1273,10,PD,Pt,0.5,orthorombic,1.5,,1,10,,,Xe,300,420,33.33,[S149]LaSrFe
[S149],La,Sr,non,Fe,Ti,non,O,,0.521,0.042,,0.227,0.008,,0.203,,flux,1273,10,PD,Pt,0.5,orthorombic,1.5,,1,10,,,Xe,300,420,53.33,[S149]LaSrFeTi
[S149],La,Sr,non,Fe,Ti,non,O,,0.557,0.014,,0.206,0.022,,0.2,,flux,1273,10,PD,Pt,0.5,orthorombic,1.5,,1,10,,,Xe,300,420,426.67,[S149]LaSrFeTi
[S149],La,Sr,non,Fe,Ti,non,O,,0.539,0.028,,0.217,0.015,,0.201,,flux,1273,10,PD,Pt,0.5,orthorombic,2,,1,10,,,Xe,300,420,560,[S149]LaSrFeTi
[S150],Sr,non,non,Ti,Al,non,O,,0.471,,,0.257,0.014,,0.258,,flux,1273,10,,Au,0.1,cubic,3.3,,2.5,20,,,Xe,150,,200,[S150]SrTiAl
[S150],Sr,non,non,Ti,Al,non,O,,0.471,,,0.257,0.014,,0.258,,flux,1273,10,,Au,0.1,cubic,3.3,,2.5,0,C3H8O,,Xe,150,,200,[S150]SrTiAl
[S150],Sr,non,non,Ti,Al,non,O,,0.471,,,0.257,0.014,,0.258,,flux,1273,10,,Au,0.25,cubic,3.3,,2.5,20,,,Xe,150,,270,[S150]SrTiAl
[S150],Sr,non,non,Ti,Al,non,O,,0.471,,,0.257,0.014,,0.258,,SSR,1273,10,,Au,0.25,cubic,3.3,,2.5,0,C3H8O,,Xe,150,,230,[S150]SrTiAl
[S150],Sr,non,non,Ti,Al,non,O,,0.471,,,0.257,0.014,,0.258,,SSR,1273,10,,Au,0.5,cubic,3.3,,2.5,20,,,Xe,150,,255,[S150]SrTiAl
[S150],Sr,non,non,Ti,Al,non,O,,0.471,,,0.257,0.014,,0.258,,SSR,1273,10,,Au,0.5,cubic,3.3,,2.5,0,C3H8O,,Xe,150,,250,[S150]SrTiAl
[S150],Sr,non,non,Ti,non,non,O,,0.478,,,0.261,,,0.262,,SSR,1273,10,,Au,0.25,cubic,3.4,,2.5,20,,,Xe,150,,10,[S150]SrTi
[S150],Sr,non,non,Ti,non,non,O,,0.478,,,0.261,,,0.262,,SSR,1273,10,,Au,0.25,cubic,3.4,,2.5,0,C3H8O,,Xe,150,,150,[S150]SrTi
[S150],Sr,non,non,Ti,Al,non,O,,0.474,,,0.259,0.007,,0.26,,SSR,1273,10,,Au,0.25,cubic,3.45,,2.5,20,,,Xe,150,,40,[S150]SrTiAl
[S150],Sr,non,non,Ti,Al,non,O,,0.474,,,0.259,0.007,,0.26,,SSR,1273,10,,Au,0.25,cubic,3.45,,2.5,0,C3H8O,,Xe,150,,210,[S150]SrTiAl
[S150],Sr,non,non,Ti,Al,non,O,,0.467,,,0.255,0.022,,0.256,,SSR,1273,10,,Au,0.25,cubic,3.45,,2.5,20,,,Xe,150,,275,[S150]SrTiAl
[S150],Sr,non,non,Ti,Al,non,O,,0.467,,,0.255,0.022,,0.256,,SSR,1273,10,,Au,0.25,cubic,3.45,,2.5,0,C3H8O,,Xe,150,,345,[S150]SrTiAl
[S151],La,non,non,Co,non,non,O,,0.565,,,0.24,,,0.195,,SSR,1073,2,,,,rhombohedral,1.42,,1,0,CH2O,,Xe,500,,14.37,[S151]LaCo
[S151],La,non,non,Co,non,non,O,,0.565,,,0.24,,,0.195,,SSR,773,2,,Au,0.1,rhombohedral,1.42,,1,0,CH2O,,Xe,500,,22.75,[S151]LaCo
[S151],La,non,non,Co,non,non,O,,0.565,,,0.24,,,0.195,,SSR,773,2,,Au,0.5,rhombohedral,1.42,,1,0,CH2O,,Xe,500,,33.53,[S151]LaCo
[S151],La,non,non,Co,non,non,O,,0.565,,,0.24,,,0.195,,SG,773,2,,Au,1,rhombohedral,1.42,,1,0,CH2O,,Xe,500,,28.74,[S151]LaCo
[S151],La,non,non,Co,non,non,O,,0.565,,,0.24,,,0.195,,SG,773,2,,Au,2,rhombohedral,1.42,,1,0,CH2O,,Xe,500,,26.94,[S151]LaCo
